id,release_year,runtime,genres,seasons,imdb_score,imdb_votes,platform
ts14583,2014,26,"['comedy', 'drama', 'animation']",6,8.8,164213,netflix
ts6,2013,52,['drama'],6,8.7,510308,netflix
ts21374,2014,43,"['drama', 'thriller', 'crime']",6,8.1,155357,netflix
ts20824,2013,43,"['scifi', 'drama', 'fantasy', 'horror']",5,8.3,139044,netflix
ts20823,2013,59,"['comedy', 'drama', 'crime']",7,8.1,306873,netflix
ts20280,2014,55,"['action', 'drama', 'history']",2,8.0,74391,netflix
ts21367,2014,42,"['drama', 'comedy']",5,7.8,46286,netflix
ts20261,2014,43,"['war', 'thriller', 'drama']",6,7.7,24007,netflix
ts20108,2014,24,"['comedy', 'action', 'scifi', 'drama', 'family']",5,5.8,6083,netflix
ts23238,2014,11,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",2,6.8,6560,netflix
ts36836,2013,20,['comedy'],1,8.3,4022,netflix
ts32271,2013,49,['drama'],3,8.6,7585,netflix
ts35486,2014,54,"['drama', 'comedy']",1,7.3,451,netflix
ts2727,2013,26,"['comedy', 'drama', 'european']",3,8.1,33776,netflix
ts35682,2013,46,"['drama', 'crime', 'thriller']",9,8.6,22886,netflix
ts75104,2014,45,"['crime', 'action']",2,6.2,730,netflix
ts88394,2014,28,"['documentation', 'family']",3,8.6,516,netflix
ts32060,2013,24,"['family', 'comedy', 'drama']",1,5.6,10400,netflix
ts22426,2014,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",2,7.1,3656,netflix
ts314002,2014,24,"['action', 'scifi', 'fantasy', 'animation', 'comedy']",5,7.9,33572,netflix
ts98340,2014,84,['western'],1,0.0,0,netflix
ts35570,2014,25,"['comedy', 'european']",3,8.0,21080,netflix
ts353019,2013,34,[],2,0.0,0,netflix
ts42168,2014,57,"['action', 'drama', 'war', 'history']",5,7.9,37909,netflix
ts20014,2014,24,"['animation', 'scifi', 'comedy', 'drama', 'fantasy', 'romance', 'action', 'family']",4,7.8,2249,netflix
ts20709,2013,24,"['comedy', 'drama', 'sport', 'animation']",5,7.7,894,netflix
ts32218,2013,24,"['comedy', 'scifi', 'action', 'drama', 'family']",4,5.7,6034,netflix
ts20336,2014,57,"['drama', 'romance', 'action', 'crime', 'thriller', 'european']",4,8.1,6360,netflix
ts22383,2013,10,"['animation', 'comedy', 'family', 'european']",4,5.4,2023,netflix
ts21368,2014,76,"['action', 'romance', 'crime', 'drama']",2,7.5,6662,netflix
ts2161,2013,3,"['animation', 'family', 'comedy', 'fantasy', 'action', 'european']",4,6.2,893,netflix
ts34066,2013,25,"['comedy', 'scifi', 'drama', 'action', 'family', 'fantasy', 'romance']",4,6.7,4236,netflix
ts20883,2014,23,"['comedy', 'family']",4,5.2,2909,netflix
ts57744,2014,14,['animation'],9,0.0,0,netflix
ts35244,2014,43,['reality'],5,7.1,1230,netflix
ts83239,2014,4,"['animation', 'family', 'comedy']",4,7.0,452,netflix
ts53641,2013,23,['animation'],3,4.4,114,netflix
ts37187,2014,46,"['crime', 'drama', 'romance']",5,6.9,415,netflix
ts22445,2013,59,"['comedy', 'drama', 'romance']",1,7.5,11588,netflix
ts34074,2013,63,['drama'],1,7.6,1990,netflix
ts20781,2014,73,['drama'],1,8.5,2209,netflix
ts33840,2013,23,"['scifi', 'romance', 'animation', 'drama', 'fantasy']",2,7.4,1263,netflix
ts10206,2013,29,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",5,7.8,1326,netflix
ts3799,2014,23,"['comedy', 'family', 'fantasy', 'animation', 'action']",5,7.1,2169,netflix
ts82979,2014,9,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",5,6.1,411,netflix
ts35628,2014,24,"['comedy', 'documentation', 'reality']",4,8.5,22,netflix
ts36127,2013,19,"['comedy', 'family', 'sport', 'scifi', 'animation', 'action']",3,6.4,648,netflix
ts76743,2013,23,"['action', 'animation', 'drama', 'fantasy', 'family', 'comedy']",2,6.2,204,netflix
ts75833,2014,6,"['family', 'animation']",1,6.2,70,netflix
ts20238,2014,45,"['comedy', 'romance']",1,7.2,511,netflix
ts32752,2013,44,"['family', 'comedy', 'drama']",1,7.8,68,netflix
ts121189,2014,29,"['history', 'documentation']",4,8.9,363,netflix
ts124246,2014,20,"['animation', 'action']",4,4.7,70,netflix
ts82860,2014,44,['drama'],1,7.7,13,netflix
ts122290,2014,44,['drama'],1,8.5,339,netflix
ts271005,2014,44,[],1,0.0,0,netflix
ts98110,2013,23,['animation'],1,7.3,332,netflix
ts144527,2014,44,['drama'],1,5.0,7,netflix
ts8,2015,50,"['drama', 'crime']",6,8.9,554383,netflix
ts37143,2015,51,"['reality', 'documentation']",9,8.4,5927,netflix
ts38796,2016,61,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",5,8.7,1220079,netflix
ts42069,2016,55,"['drama', 'history', 'european']",5,8.6,226759,netflix
ts41766,2016,23,"['scifi', 'comedy', 'drama', 'fantasy', 'romance']",4,8.2,166967,netflix
ts53664,2015,41,"['drama', 'action', 'war', 'thriller']",4,8.3,31881,netflix
ts36952,2015,22,['comedy'],4,8.1,7225,netflix
ts36631,2015,52,"['drama', 'crime', 'thriller']",3,8.8,432307,netflix
ts36577,2015,55,"['action', 'war', 'drama', 'history', 'european']",5,8.5,145471,netflix
ts37539,2015,24,"['action', 'comedy', 'animation', 'fantasy', 'scifi']",2,8.7,165506,netflix
ts36147,2016,47,"['scifi', 'crime', 'drama', 'fantasy']",6,8.1,331313,netflix
ts42062,2015,21,"['action', 'family', 'fantasy', 'romance', 'animation']",6,7.7,10102,netflix
ts42120,2016,45,"['drama', 'scifi', 'thriller']",3,8.0,58694,netflix
ts38199,2015,44,"['scifi', 'fantasy', 'drama']",5,7.6,52523,netflix
ts35554,2015,43,"['drama', 'thriller', 'comedy', 'crime', 'horror']",3,7.1,42255,netflix
ts36885,2015,30,"['scifi', 'action', 'comedy', 'horror', 'fantasy', 'thriller']",3,8.4,70087,netflix
ts36129,2015,42,['comedy'],4,7.8,21195,netflix
ts11670,2015,23,"['comedy', 'family', 'animation', 'fantasy', 'western', 'action']",6,6.6,2092,netflix
ts53051,2016,55,"['scifi', 'fantasy', 'drama']",2,7.8,107084,netflix
ts36550,2016,42,"['drama', 'action', 'scifi']",7,6.8,101178,netflix
ts35563,2015,42,"['drama', 'scifi', 'action']",6,6.2,125626,netflix
ts41956,2016,44,"['war', 'action', 'drama', 'thriller']",3,7.5,93970,netflix
ts38718,2016,46,"['crime', 'drama', 'horror', 'thriller']",5,6.7,15108,netflix
ts21869,2015,62,"['scifi', 'thriller', 'drama']",2,8.2,156667,netflix
ts21885,2015,30,"['comedy', 'drama']",4,7.6,74019,netflix
ts38511,2016,32,"['comedy', 'drama', 'romance']",3,7.7,43762,netflix
ts21981,2015,42,"['scifi', 'drama', 'horror', 'comedy', 'crime']",5,7.8,69960,netflix
ts47714,2016,22,['comedy'],5,8.2,19955,netflix
ts35251,2015,29,"['drama', 'comedy']",7,8.2,53536,netflix
ts35793,2015,42,['reality'],9,8.3,3912,netflix
ts42077,2016,54,"['drama', 'war', 'history', 'romance', 'thriller', 'european']",3,7.9,20107,netflix
ts70529,2016,31,"['drama', 'comedy', 'history']",3,7.7,19684,netflix
ts37866,2015,55,"['drama', 'comedy', 'european']",4,8.3,15307,netflix
ts41975,2016,41,"['action', 'war', 'drama']",3,7.5,38638,netflix
ts42014,2016,46,['reality'],7,7.6,2909,netflix
ts41961,2016,42,"['drama', 'action', 'crime', 'thriller']",5,8.0,31402,netflix
ts36015,2015,43,"['action', 'drama']",3,7.9,47556,netflix
ts18010,2015,57,"['drama', 'thriller']",3,7.9,54443,netflix
ts47636,2016,55,"['drama', 'romance', 'comedy']",1,7.9,1760,netflix
ts38783,2016,50,"['war', 'thriller']",3,7.4,8566,netflix
ts81573,2016,50,['reality'],7,5.8,198,netflix
ts42022,2016,54,"['drama', 'crime', 'thriller', 'action']",5,8.2,4295,netflix
ts42169,2016,22,"['drama', 'scifi', 'thriller', 'animation', 'fantasy']",1,8.5,50009,netflix
ts39007,2016,42,"['scifi', 'action', 'drama', 'fantasy', 'horror']",5,6.2,22950,netflix
ts42170,2016,30,"['comedy', 'european']",1,7.7,22820,netflix
ts41149,2016,30,"['comedy', 'drama', 'western']",5,7.5,40282,netflix
ts53287,2016,44,"['drama', 'documentation', 'history', 'war']",3,7.0,8323,netflix
ts38734,2016,46,"['drama', 'crime', 'european']",3,7.4,33131,netflix
ts80596,2016,45,"['war', 'drama']",1,7.9,104,netflix
ts83224,2016,27,['comedy'],2,7.6,959,netflix
ts38090,2015,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",3,7.9,17431,netflix
ts38731,2016,51,"['war', 'drama', 'history', 'european']",2,7.1,4072,netflix
ts38204,2015,62,"['documentation', 'crime']",2,8.6,97801,netflix
ts42119,2016,42,['drama'],5,7.5,5521,netflix
ts144323,2015,35,"['reality', 'documentation', 'comedy']",1,7.9,13,netflix
ts42257,2016,71,"['scifi', 'thriller', 'crime', 'drama', 'fantasy']",2,8.5,7677,netflix
ts38304,2015,29,['comedy'],3,7.3,3861,netflix
ts42090,2016,59,"['documentation', 'sport']",5,8.4,7166,netflix
ts37464,2015,45,"['war', 'drama', 'thriller']",3,7.6,9391,netflix
ts21986,2015,41,"['drama', 'scifi', 'comedy', 'fantasy']",7,7.3,11293,netflix
ts36046,2015,24,"['comedy', 'family', 'drama']",6,5.3,3549,netflix
ts37971,2015,32,"['drama', 'comedy']",3,8.2,74164,netflix
ts42089,2016,29,"['comedy', 'drama', 'family', 'romance']",2,6.0,7489,netflix
ts38710,2016,43,"['western', 'action', 'drama', 'fantasy', 'thriller']",4,7.3,23521,netflix
ts36177,2015,53,"['scifi', 'thriller', 'drama', 'horror']",3,7.3,17240,netflix
ts38415,2016,47,"['action', 'drama', 'history', 'western']",3,7.1,22184,netflix
ts41852,2016,53,"['drama', 'crime', 'european']",2,7.5,1125,netflix
ts36856,2015,28,"['comedy', 'animation', 'drama']",5,8.0,38713,netflix
ts43209,2015,45,"['documentation', 'history', 'european']",2,7.6,1786,netflix
ts82825,2015,47,['drama'],1,6.3,60,netflix
ts78442,2016,30,['documentation'],2,6.8,616,netflix
ts52838,2016,46,"['drama', 'scifi', 'thriller', 'action']",4,7.3,26468,netflix
ts53099,2016,59,"['drama', 'crime', 'european']",3,7.6,11670,netflix
ts83450,2016,84,"['crime', 'drama']",1,7.0,249,netflix
ts42687,2015,15,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family', 'european']",5,5.3,1370,netflix
ts261760,2016,43,['documentation'],1,0.0,0,netflix
ts84398,2016,24,"['drama', 'comedy', 'romance']",4,8.2,7083,netflix
ts58068,2016,47,"['crime', 'documentation']",6,7.1,2747,netflix
ts53249,2016,22,"['scifi', 'action', 'comedy', 'fantasy', 'drama', 'family', 'animation']",3,8.4,17575,netflix
ts41906,2016,8,"['comedy', 'scifi', 'animation', 'fantasy']",3,8.3,8436,netflix
ts35596,2015,23,"['comedy', 'family', 'sport']",2,5.1,2361,netflix
ts36547,2015,45,"['drama', 'comedy', 'sport']",4,8.2,5821,netflix
ts41948,2016,45,"['documentation', 'music']",4,8.4,5772,netflix
ts37660,2015,71,"['comedy', 'drama', 'family', 'romance']",1,9.2,8310,netflix
ts52830,2016,92,"['drama', 'comedy']",1,7.5,40576,netflix
